Id,SalePrice
1445,130275.7707752781
541,126047.37729831692
569,257393.86059197504
1276,126403.90485912282
918,146187.97482551914
326,154785.63285975438
1936,135380.15768793505
895,90302.109658462
257,139640.4586818358
1241,197947.23271676432
1545,128185.29173540976
1189,178161.6199185336
270,134309.92297999095
2066,232934.79471190926
693,111945.44095361885
1259,148705.85053429194
2916,123900.82354302611
2321,300387.402480267
1977,118557.34831120446
1895,151650.69399714004
1240,161693.97816811968
85,145809.20128047094
1823,116487.38002318703
825,309050.8474172903
110,222832.6368889846
697,108686.45003297087
2297,105763.96574064158
1231,139516.9683417799
1355,111368.46423264872
968,341461.7880591275
584,185711.84727220237
1315,109726.36605602503
1606,132125.3611620348
206,107498.74999522697
1685,342986.1321098367
2016,137340.79445749708
869,202817.38648885023
2135,130867.4432171518
2346,161619.6334772855
2430,224161.29926596675
2198,123714.72055191733
2652,97391.94977705274
27,109969.63111965638
241,166902.78545500804
906,131656.70212051645
1506,110027.06671031844
2098,396127.7039131317
1435,212166.7711550407
2213,142370.9422169542
1274,132861.71470501926
743,65640.88272380643
1737,194940.2974158032
2797,288638.7255069073
2185,85541.42113915365
58,161424.33158460725
830,180367.05632549338
808,127138.37537617702
680,179245.37288947683
1153,112501.27539731283
1291,135082.97182307858
1818,149077.6205582479
2161,180499.09154458344
1883,138942.97346058395
350,381294.90352565236
2473,136731.0887263585
295,161540.20581487473
293,186486.0244210586
859,122783.20985200256
288,69478.9897895148
1578,152354.94790901802
102,172755.56981308572
2831,189150.45755290613
1030,185180.01004751492
2551,132500.13671904802
1286,145904.33197508194
958,305607.7553900955
776,117614.17381638382
72,211470.20854638424
2263,272827.57770555
1866,157621.98810227122
2876,90903.1768432064
2146,281248.9656771049
103,165707.46531032026
1500,128601.42614446487
492,189766.31430753134
167,140249.06559235696
2597,112834.39427146409
2685,111414.95234246273
1035,150191.13946724776
1220,56520.42413466144
2602,145081.5061655091
2159,221815.10811125487
695,87608.6211479092
1109,286016.4655259894
640,170080.69620082527
1652,143763.88530161325
2090,194591.66169883497
1188,206232.26919626724
2345,230954.55159516633
1059,448126.74969830737
2751,242226.003063689
128,230523.49298255797
1523,152122.2168902969
2925,152562.53111805953
2145,322987.26999758836
1121,222784.26845306624
566,331084.48859138694
565,224035.98523544148
1331,138839.17836684454
2928,123207.78747008834
156,153196.8030547155
797,137967.19125870802
327,102681.7448549224
2859,178763.0612216862
1453,123201.02585994918
1762,373372.80974292196
1868,194641.62799506914
1760,193867.49390358012
1113,270349.2038017344
1812,191369.46246998105
117,147201.2468227949
1142,205179.96557405218
2342,380657.6096951943
927,143192.22625250183
2478,197865.33510075044
655,82478.96060575359
2064,126454.00434830599
369,227753.38165618572
2239,119124.92022606824
2732,208585.7715347493
1653,155822.16866141
959,202150.97257527057
2395,345345.7684126338
1412,84831.54230923858
271,257233.2532557249
1484,157545.2354872143
1497,127467.6836179765
552,150349.3427891275
2,120355.18563590758
1855,284426.0193995489
4,231922.27796062268
2292,158584.58493256196
134,131018.4748400012
646,122483.3328656787
42,313674.8118005041
532,222713.0831448054
713,115458.52004351374
2561,133939.92174358387
2360,127620.78466023784
1333,121426.98982587643
1407,236327.25273652747
2892,271101.41621463
574,221034.37925060838
1227,159445.64792104904
2591,231507.7446642695
1476,200219.00418313406
1125,262542.76985376514
1446,132840.06480636355
408,117537.15142124612
1101,296926.2531589186
2251,181351.74003858492
373,178710.51289542578
2554,132024.6838219082
2382,280141.54279172607
1985,85027.25828993041
519,214389.2984607909
1093,199652.7762362659
864,269490.7336695548
2889,129910.18776623253
2308,193311.15903052874
986,145437.17924562097
1302,140545.159653401
585,152154.22414494958
2708,155143.81422406156
147,131363.50666485354
1441,218129.9067116771
383,163418.98757425044
285,151221.50391898956
181,116030.16072170902
358,165775.5083934348
780,166308.85086729284
258,198297.02402406745
1865,197265.35578898992
692,133803.61060608644
2902,353880.4800114194
508,281954.0413430305
2638,135498.9892400289
36,154141.1447743224
611,162542.63666391931
2281,121928.85965730157
1678,115768.49274367932
1696,499717.77681983635
1557,80454.95806450956
2180,147906.23064915743
1726,224334.27830122784
951,122847.19813197106
267,230881.0778155774
2706,138282.61062634178
2221,243958.79278635234
1357,168882.63923910353
2901,331639.94115567766
347,172651.88382148277
2164,172263.77073428687
1586,330862.98818935454
360,161945.25227876566
1769,239409.94238935877
2617,126294.34756966867
1879,121981.47290783655
991,214696.05787218641
1535,141882.5899265362
1191,155669.00255870912
1579,194529.62717392854
1882,138831.0621648915
1510,106602.63065190893
2196,124618.67822142318
1845,203294.0370893618
2336,425478.8337735869
942,100470.17717130203
861,133206.56599848438
2555,109185.92892727256
1392,151488.06336116884
2099,280956.06489211135
1543,124653.7462417921
948,255455.32145232242
1239,159176.97393816803
22,156422.96143944003
2796,233423.20507406723
2747,172513.51706375647
92,306297.9298555637
210,150509.1341133844
1858,254897.1023594262
2228,144780.81044622045
447,221561.3006823538
827,226978.41389537882
1649,191723.22269181535
682,130536.44102969114
2698,116423.12222463079
494,161424.33158460725
214,73228.56026439276
2441,272222.78979996685
2679,109722.82569404971
1336,133994.45754058752
465,183187.17044081818
1524,154680.4638018934
2543,124648.79416297749
631,131328.4465036001
2452,329729.9798280047
228,144312.35780225787
126,143368.09958369378
1092,212249.76781770214
1122,205463.75869661663
932,239255.9055572953
1980,104882.59696964454
2171,97837.15070880204
551,139493.50238729455
2768,169620.58803594206
2056,119775.8897406105
1159,400527.1167408973
2645,95840.65469147544
1174,165353.6346399309
2266,215183.2181289494
2462,452837.5535852248
1219,139554.65636103507
2922,185696.33045826107
118,136786.14118073788
474,177115.9413476428
2576,148332.04700666294
872,286850.0412304178
1077,227301.36018523294
1536,163751.225897233
1150,129671.828790362
2341,316816.1701312037
1931,137852.75557432137
2785,135479.7615249511
2538,128931.89441163745
597,214734.53202342056
464,188079.90292373113
233,243356.71136893798
2169,117865.27926843427
2123,160811.85312237125
1867,171733.29508572537
137,234964.56178932078
515,227922.99455718882
933,124496.40616666712
2784,150220.78247748502
972,158255.11684202217
599,164231.29527042806
2614,118221.58786456753
2582,152407.4643836459
1409,149528.05417483672
175,67677.34613982867
352,222180.08582206257
976,102460.79695325904
2134,194450.4100196557
984,104246.96273844782
2396,379360.6056433171
1673,102354.95032195654
404,119005.32193526812
607,166243.43846061267
814,166399.087433666
868,189946.80113344174
2271,200847.53540384024
1633,238137.8932204116
337,234062.0023714183
2765,161327.97862552665
1746,228644.79400641378
368,355841.5972214062
2806,197959.99555039126
1662,186293.2330876775
1234,207548.40367151797
1373,141993.6427634908
1672,114379.13943895977
1939,126657.655329125
