Id,SalePrice,Overall Qual,Total Bsmt SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Garage Cars,Central Air,Electrical,Fireplaces,Neighborhood,topqual,price_per_squareft,rooms_per_sq_score,tophoods,good_elec,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,newness
2062,129000,5,894.0,894,1,5,2.0,1,SBrkr,1,Sawyer,0,144.29530201342283,5.186267862739414,2,1,0,1,0,0,39
351,278000,8,1501.0,1659,2,5,2.0,1,SBrkr,1,StoneBr,1,167.5708257986739,5.8045323777563445,4,1,0,0,0,0,9
2393,344133,8,1209.0,2253,2,8,2.0,1,SBrkr,1,NridgHt,1,152.74434087882824,5.640576398752408,4,1,0,0,0,0,0
12,185000,6,1168.0,1187,2,6,2.0,1,SBrkr,0,Gilbert,0,155.85509688289807,5.287424925381613,3,1,0,0,0,0,3
2339,145000,5,1056.0,1056,1,5,2.0,0,SBrkr,0,Gilbert,0,137.31060606060606,5.352805551832106,3,1,0,0,0,1,51
624,187500,6,1453.0,1453,2,6,2.0,1,SBrkr,1,NAmes,0,129.04335856847902,5.489626194342228,2,1,0,0,0,0,48
86,138500,5,894.0,894,1,5,1.0,1,SBrkr,1,Sawyer,0,154.92170022371366,5.186267862739414,2,1,0,0,0,0,1
1534,198000,5,942.0,1938,2,7,1.0,1,SBrkr,1,Crawfor,0,102.16718266253869,5.623501643395398,3,1,0,0,0,0,13
2243,119600,5,957.0,1991,2,9,0.0,0,SBrkr,0,IDOTRR,0,60.070316423907585,5.399167726727977,1,1,1,0,0,0,1
1957,122900,5,672.0,924,1,6,2.0,1,SBrkr,1,NAmes,0,133.00865800865802,5.0369526024136295,2,1,0,0,0,0,1
380,278000,8,2524.0,2524,2,9,2.0,1,SBrkr,1,NWAmes,1,110.14263074484944,5.636375646324884,3,1,0,0,0,1,28
2860,230000,8,792.0,1517,1,7,2.0,1,SBrkr,2,Crawfor,1,151.61502966381016,5.378579830293219,3,1,1,0,0,0,56
2517,270000,8,1494.0,1494,1,6,2.0,1,SBrkr,1,Veenker,1,180.72289156626505,5.517452896464707,4,1,0,0,0,0,10
1933,125000,6,948.0,948,1,5,2.0,1,SBrkr,0,NAmes,0,131.85654008438817,5.244916589820922,2,1,0,0,0,1,55
820,297000,8,1705.0,1718,2,7,3.0,1,SBrkr,1,CollgCr,1,172.8754365541327,5.503005953488888,3,1,0,0,0,0,1
675,113500,6,160.0,1142,1,5,1.0,1,SBrkr,1,NAmes,0,99.38704028021016,5.431098477781855,2,1,1,0,0,0,51
2910,127000,5,757.0,1475,2,6,1.0,1,SBrkr,1,MeadowV,0,86.10169491525424,5.504653799545865,1,1,0,0,0,0,29
21,190000,6,1844.0,1844,2,7,2.0,1,SBrkr,1,NWAmes,0,103.03687635574838,5.573782255061226,3,1,0,0,0,0,33
1873,175500,7,1242.0,1242,1,6,2.0,1,SBrkr,1,NWAmes,1,141.30434782608697,5.332718793265369,3,1,1,0,0,0,34
2125,146000,5,990.0,990,1,5,1.0,1,SBrkr,0,CollgCr,0,147.4747474747475,5.288267030694535,3,1,0,0,0,0,13
1489,147500,5,1256.0,1256,1,6,1.0,1,SBrkr,0,Edwards,0,117.43630573248407,5.343927877800089,1,1,0,1,0,0,43
2383,465000,10,2076.0,2076,2,7,3.0,1,SBrkr,1,NridgHt,1,223.98843930635837,5.692288095230466,4,1,0,0,0,0,0
983,165500,5,1097.0,1110,1,4,2.0,1,SBrkr,1,Mitchel,0,149.0990990990991,5.625820933186489,2,1,0,0,0,0,31
1325,131500,5,1050.0,1795,2,7,1.0,0,FuseF,0,OldTown,0,73.25905292479109,5.546850151867066,1,0,0,0,0,0,54
1378,129500,5,1040.0,1040,1,5,1.0,1,SBrkr,0,Sawyer,0,124.51923076923077,5.337538079701318,2,1,0,0,0,0,43
1537,257076,8,608.0,1873,1,9,2.0,1,SBrkr,2,Crawfor,1,137.25360384410038,5.338072125107869,3,1,0,0,0,1,58
905,117000,5,984.0,1604,2,6,2.0,1,SBrkr,0,Edwards,0,72.9426433915212,5.588496319198405,1,1,0,0,0,0,49
1532,149000,7,776.0,1502,1,6,1.0,1,SBrkr,1,Crawfor,1,99.20106524633822,5.522793363096025,3,1,0,0,0,1,8
132,128000,5,1056.0,1063,1,6,1.0,1,SBrkr,0,NAmes,0,120.41392285983066,5.177090909113893,2,1,0,0,0,1,56
1078,155000,7,764.0,1626,2,6,2.0,1,SBrkr,0,NridgHt,1,95.3259532595326,5.602118820879701,4,1,0,0,0,0,4
2511,166000,6,756.0,1524,2,4,2.0,1,SBrkr,0,Somerst,0,108.9238845144357,5.942799375126701,4,1,0,0,0,0,6
912,135000,4,1122.0,1981,2,7,2.0,1,SBrkr,2,SWISU,0,68.14740030287733,5.645446897643238,1,1,0,0,0,1,59
2351,250000,7,1392.0,2784,3,12,2.0,1,SBrkr,2,NWAmes,1,89.79885057471265,5.44673737166631,3,1,0,0,0,1,28
330,76000,4,546.0,1092,1,5,0.0,1,SBrkr,0,MeadowV,0,69.59706959706959,5.38632824387075,1,1,0,0,0,0,40
2586,155000,6,216.0,1575,1,5,2.0,1,SBrkr,1,NAmes,0,98.41269841269842,5.752572638825633,2,1,0,0,0,1,55
224,158000,6,663.0,1352,1,7,1.0,1,SBrkr,0,Sawyer,0,116.86390532544378,5.263430107547596,2,1,0,0,0,1,41
98,149500,7,600.0,1200,2,4,2.0,1,SBrkr,0,Somerst,1,124.58333333333333,5.703782474656201,4,1,0,0,0,0,5
2565,121000,5,936.0,936,1,5,1.0,1,FuseA,0,NAmes,0,129.27350427350427,5.232177564043492,2,0,0,0,0,1,31
1934,136000,6,1040.0,1040,1,6,1.0,1,FuseF,0,NAmes,0,130.76923076923077,5.155216522907363,2,0,0,0,0,1,54
997,173000,6,916.0,1636,2,7,2.0,1,SBrkr,1,Gilbert,0,105.74572127139365,5.4540993681073795,3,1,0,1,0,0,12
64,290000,8,1152.0,2270,2,9,3.0,1,SBrkr,1,NoRidge,1,127.7533039647577,5.530310533139229,4,1,0,0,0,0,3
1799,303477,8,1184.0,2610,2,11,2.0,1,SBrkr,1,Somerst,1,116.27471264367816,5.469210227518369,4,1,0,0,0,0,0
230,270000,7,1420.0,1483,1,4,2.0,1,SBrkr,2,ClearCr,1,182.0633850303439,5.915527981018042,3,1,0,1,0,0,9
1295,122250,5,936.0,1740,1,6,1.0,0,FuseA,1,OldTown,0,70.25862068965517,5.66988092298052,1,0,0,1,0,0,58
638,153000,5,1382.0,1382,1,6,1.0,1,FuseA,0,NAmes,0,110.70911722141824,5.43952753509956,2,0,0,1,0,0,54
2278,147000,5,1120.0,1120,1,6,0.0,1,SBrkr,0,Mitchel,0,131.25,5.2293244950610855,2,1,0,0,0,0,0
2202,148500,7,531.0,1098,1,5,1.0,1,SBrkr,1,Crawfor,1,135.24590163934425,5.391807709635375,3,1,0,0,0,1,12
2833,130000,7,976.0,1708,2,7,2.0,1,SBrkr,0,Edwards,1,76.11241217798595,5.497168225293202,1,1,0,0,0,0,2
1707,372000,9,1802.0,1802,2,7,3.0,1,SBrkr,1,NridgHt,1,206.43729189789124,5.55074228911297,4,1,0,0,0,0,1
2428,213490,7,1362.0,1506,2,6,2.0,1,SBrkr,1,Blmngtn,1,141.75962815405046,5.5254529391317835,3,1,0,0,0,0,1
242,308030,7,1508.0,1508,1,5,2.0,1,SBrkr,2,Edwards,1,204.26392572944297,5.709101636133801,1,1,0,0,0,0,0
1564,300000,7,1840.0,2032,3,7,3.0,1,SBrkr,0,Mitchel,1,147.63779527559055,5.670865659643059,2,1,0,0,0,0,11
2613,159500,6,655.0,1194,1,6,2.0,1,SBrkr,1,NAmes,0,133.58458961474037,5.293304824724492,2,1,0,0,0,0,47
2832,137500,7,970.0,1709,2,7,2.0,1,SBrkr,0,Edwards,1,80.45640725570509,5.497753534060277,1,1,0,0,0,0,2
2459,232000,7,1616.0,1616,2,7,3.0,1,SBrkr,0,Somerst,1,143.56435643564356,5.441799090025728,4,1,0,0,0,0,1
1360,93850,6,768.0,768,1,4,2.0,1,SBrkr,0,IDOTRR,0,122.20052083333333,5.2574953720277815,1,1,0,0,0,1,58
2723,105000,5,872.0,872,1,5,1.0,0,FuseF,1,Sawyer,0,120.41284403669725,5.161351511474879,2,0,1,0,0,0,56
1350,68500,4,520.0,520,1,4,1.0,0,SBrkr,0,BrkSide,0,131.73076923076923,4.867534450455582,1,1,1,0,0,0,58
136,154300,5,1105.0,2274,2,12,2.0,1,FuseA,0,NAmes,0,67.85400175901495,5.244389024522481,2,0,0,0,0,1,50
2235,129850,5,936.0,1601,2,6,0.0,1,SBrkr,0,IDOTRR,0,81.105559025609,5.58662424376866,1,1,0,0,0,0,4
1993,114000,5,616.0,1232,1,6,2.0,1,SBrkr,0,OldTown,0,92.53246753246754,5.32463467486541,1,1,0,0,0,0,57
367,501837,9,2216.0,2234,2,9,3.0,1,SBrkr,1,StoneBr,1,224.636078782453,5.514324402292926,4,1,0,0,0,0,0
1309,153900,5,876.0,1416,1,7,3.0,1,SBrkr,1,OldTown,0,108.6864406779661,5.309681125198352,1,1,0,1,0,0,58
402,130000,4,864.0,864,1,5,2.0,1,SBrkr,0,NAmes,0,150.46296296296296,5.152134856369956,2,1,0,1,0,0,3
1592,160500,6,1189.0,1189,2,4,2.0,1,SBrkr,0,Mitchel,0,134.98738435660218,5.694573535570891,2,1,0,0,0,0,11
2409,310090,9,1666.0,1666,2,6,2.0,1,SBrkr,1,NridgHt,1,186.1284513805522,5.626421353498733,4,1,0,0,0,0,0
539,184900,7,1176.0,1200,2,5,2.0,1,SBrkr,0,SawyerW,1,154.08333333333334,5.480638923341991,2,1,0,0,0,0,6
1940,132000,5,928.0,928,1,4,1.0,1,SBrkr,0,NAmes,0,142.24137931034483,5.44673737166631,2,1,0,0,0,1,7
588,163000,5,1288.0,1336,2,6,2.0,1,SBrkr,1,NWAmes,0,122.0059880239521,5.405675884868536,3,1,0,0,0,1,40
96,155000,7,600.0,1200,2,4,2.0,1,SBrkr,0,Somerst,1,129.16666666666666,5.703782474656201,4,1,0,0,0,0,6
1187,183000,6,1427.0,1427,2,7,2.0,1,SBrkr,0,NWAmes,0,128.24106517168886,5.317419468421523,3,1,0,1,0,0,39
2154,211000,7,860.0,1992,2,7,2.0,1,SBrkr,2,CollgCr,1,105.92369477911646,5.65098428908923,3,1,0,0,0,0,5
550,184000,7,754.0,1540,2,6,2.0,1,SBrkr,0,SawyerW,1,119.48051948051948,5.54777822617962,2,1,0,0,0,0,15
811,118858,5,0.0,1535,2,8,2.0,1,SBrkr,0,SawyerW,0,77.43192182410424,5.256844118341462,2,1,0,0,0,1,30
124,180500,5,1152.0,1152,1,6,2.0,1,SBrkr,1,NAmes,0,156.68402777777777,5.2574953720277815,2,1,0,0,0,1,46
1836,166000,8,1141.0,1151,2,5,2.0,1,SBrkr,0,Somerst,1,144.22241529105125,5.438948496287782,4,1,0,0,0,0,0
779,148000,6,1138.0,1138,1,6,2.0,1,SBrkr,1,Sawyer,0,130.05272407732863,5.245268145458221,2,1,0,0,0,0,49
1886,124000,5,894.0,1074,1,6,2.0,1,SBrkr,1,NAmes,0,115.4562383612663,5.187385805840755,2,1,0,1,0,0,51
1724,277500,9,1561.0,1561,2,6,2.0,1,SBrkr,1,NridgHt,1,177.7706598334401,5.561322451287377,4,1,0,0,0,0,2
2450,350000,8,1342.0,2726,2,9,3.0,1,SBrkr,1,NoRidge,1,128.39325018341893,5.713366034920258,4,1,0,0,0,0,11
1013,387000,9,1884.0,1884,2,7,3.0,1,SBrkr,1,StoneBr,1,205.4140127388535,5.595242306080995,4,1,0,0,0,0,4
2084,86000,4,528.0,605,1,5,0.0,1,SBrkr,0,Edwards,0,142.1487603305785,4.795790545596741,1,1,0,0,0,0,5
1184,290000,8,1426.0,1671,3,6,2.0,1,SBrkr,1,Veenker,1,173.54877318970676,5.629418059367339,4,1,0,0,0,0,1
728,44000,3,245.0,797,1,5,0.0,0,SBrkr,0,IDOTRR,0,55.20702634880803,5.071416766356115,1,1,0,0,0,1,59
950,215000,6,804.0,1961,2,7,2.0,1,SBrkr,1,Mitchel,0,109.63793982661907,5.635299677141033,2,1,0,0,0,0,7
2524,146500,5,1153.0,1193,2,6,2.0,1,SBrkr,0,NWAmes,0,122.79966471081308,5.292466952869861,3,1,0,0,0,0,34
2513,165000,7,673.0,1382,2,6,2.0,1,SBrkr,0,Somerst,1,119.39218523878436,5.43952753509956,4,1,0,0,0,0,6
2028,136000,6,714.0,2526,2,10,1.0,0,SBrkr,1,OldTown,0,53.84006334125099,5.531807209916391,1,1,0,0,0,1,57
2309,252000,6,1705.0,1390,1,4,2.0,1,SBrkr,2,NAmes,0,181.29496402877697,5.850764665004847,2,1,0,0,0,0,49
51,175500,7,764.0,1626,2,6,2.0,1,SBrkr,0,NridgHt,1,107.93357933579335,5.602118820879701,4,1,0,0,0,0,7
699,150000,5,690.0,1558,1,7,2.0,1,FuseA,1,OldTown,0,96.27727856225931,5.40524807737538,1,0,0,0,0,1,59
1881,139900,5,978.0,1422,1,6,1.0,1,SBrkr,1,NAmes,0,98.38255977496483,5.4680601411351315,2,1,0,0,0,1,29
1345,162900,5,1078.0,1573,2,8,2.0,1,SBrkr,1,BrkSide,0,103.56007628734902,5.281298361378442,1,1,0,0,0,1,16
166,160000,6,1116.0,1116,1,5,2.0,1,SBrkr,0,NAmes,0,143.36917562724014,5.408068230507156,2,1,0,0,0,1,48
781,63900,2,0.0,660,1,5,0.0,0,SBrkr,0,Sawyer,0,96.81818181818181,4.882801922586371,2,1,1,0,0,0,59
379,184000,6,1140.0,1707,2,7,2.0,1,SBrkr,1,NWAmes,0,107.79144698301113,5.496582573739127,3,1,0,1,0,0,11
2818,149900,5,1466.0,1466,1,6,2.0,1,SBrkr,2,Edwards,0,102.25102319236017,5.498533413218542,1,1,0,0,0,1,47
1168,300000,9,1614.0,1638,2,5,2.0,1,SBrkr,1,Somerst,1,183.15018315018315,5.791793351978915,4,1,0,0,0,0,8
1396,145000,5,988.0,1721,2,7,2.0,1,SBrkr,2,ClearCr,0,84.253341080767,5.504750647156226,3,1,0,1,0,0,48
838,231500,6,928.0,1764,2,7,2.0,1,SBrkr,0,CollgCr,0,131.2358276643991,5.529429087511423,3,1,0,0,0,0,12
1492,108000,5,996.0,996,1,6,0.0,1,SBrkr,1,Edwards,0,108.43373493975903,5.111987788356544,1,1,0,0,0,0,39
637,120000,5,1202.0,1202,1,6,1.0,1,SBrkr,0,NAmes,0,99.83361064891847,5.2999826458670976,2,1,0,0,0,1,53
1826,128500,5,988.0,988,1,5,2.0,1,SBrkr,0,Sawyer,0,130.06072874493927,5.286244785313768,2,1,0,0,0,1,46
173,115000,5,1008.0,1028,1,5,2.0,1,FuseA,1,OldTown,0,111.86770428015564,5.32593253358101,1,0,0,1,0,0,60
715,110000,5,720.0,1284,1,5,1.0,1,SBrkr,0,OldTown,0,85.66978193146417,5.548297571815806,1,1,0,0,0,1,59
1183,150000,9,994.0,2944,2,9,3.0,1,SBrkr,1,Veenker,1,50.95108695652174,5.7902999025125474,4,1,0,0,0,1,31
2433,178000,8,707.0,1414,2,6,2.0,1,SBrkr,1,Gilbert,1,125.88401697312588,5.462418377228463,3,1,0,0,0,0,2
2866,199500,7,637.0,1609,1,8,3.0,1,SBrkr,2,Crawfor,1,123.99005593536359,5.303926605312547,3,1,0,0,0,0,16
2311,183500,6,813.0,1525,2,6,2.0,1,SBrkr,1,Gilbert,0,120.32786885245902,5.537990219813457,3,1,0,0,0,0,8
1551,126000,5,624.0,1656,1,7,1.0,1,SBrkr,1,IDOTRR,0,76.08695652173913,5.4662501858898915,1,1,0,0,0,0,41
1049,148500,7,1055.0,1055,2,4,2.0,1,SBrkr,0,NPkVill,1,140.75829383886256,5.575001684790276,2,1,1,0,0,0,31
657,149000,5,676.0,1352,2,7,2.0,1,SBrkr,0,OldTown,0,110.20710059171597,5.263430107547596,1,1,0,0,0,0,3
414,137900,6,855.0,1456,2,6,2.0,1,SBrkr,1,NPkVill,0,94.71153846153847,5.491688759528576,2,1,0,0,0,1,32
1181,324000,8,1719.0,1719,1,6,2.0,1,SBrkr,2,Veenker,1,188.48167539267016,5.6577385361547945,4,1,0,0,0,0,15
1514,98000,5,864.0,864,1,5,0.0,0,FuseA,0,Edwards,0,113.42592592592592,5.152134856369956,1,0,0,0,0,1,58
1040,103400,6,483.0,987,1,5,1.0,1,SBrkr,0,BrDale,0,104.76190476190476,5.285232126999381,1,1,0,0,0,1,35
216,94000,5,780.0,1020,1,6,0.0,0,SBrkr,0,Sawyer,0,92.15686274509804,5.135798437050262,2,1,0,1,0,0,14
1720,209500,8,1554.0,1554,2,6,2.0,1,SBrkr,1,NridgHt,1,134.8133848133848,5.556828061699537,4,1,0,0,0,0,1
2331,545224,10,1528.0,3390,3,10,3.0,1,SBrkr,1,StoneBr,1,160.8330383480826,5.82600010738045,4,1,0,0,0,0,0
204,159900,6,780.0,1560,1,7,0.0,1,SBrkr,0,OldTown,0,102.5,5.4065309511882695,1,1,0,0,0,0,1
19,141000,4,864.0,864,1,4,2.0,1,SBrkr,0,Gilbert,0,163.19444444444446,5.375278407684165,3,1,0,0,0,0,59
2438,215000,6,982.0,1889,2,9,2.0,1,SBrkr,1,Gilbert,0,113.81683430386448,5.34657829016529,3,1,0,0,0,0,6
89,127000,5,1040.0,1040,1,6,1.0,1,SBrkr,0,Sawyer,0,122.11538461538461,5.155216522907363,2,1,0,0,0,0,0
240,128000,5,1172.0,1172,1,5,1.0,1,SBrkr,0,Edwards,0,109.21501706484642,5.457029057702858,1,1,0,0,0,1,12
105,267916,8,1642.0,1418,1,6,3.0,1,SBrkr,1,Somerst,1,188.93935119887166,5.4652432378640174,4,1,0,0,0,0,0
2020,127500,6,884.0,1367,1,6,1.0,1,FuseA,1,BrkSide,0,93.26993416239941,5.428614367495895,1,0,0,0,0,1,57
888,198500,7,0.0,1922,3,7,2.0,1,SBrkr,1,Edwards,1,103.27783558792925,5.6152114404749245,1,1,0,0,0,0,6
1019,175500,6,1422.0,1422,2,7,2.0,1,SBrkr,1,NWAmes,0,123.41772151898734,5.313909461307873,3,1,0,0,0,1,27
2132,217500,7,985.0,1842,2,7,2.0,1,SBrkr,1,CollgCr,1,118.07817589576547,5.572697067759939,3,1,0,0,0,0,7
203,149500,4,888.0,1962,1,9,2.0,1,SBrkr,1,OldTown,0,76.19775739041795,5.384495062789089,1,1,0,0,0,0,60
420,148800,5,864.0,1120,1,5,2.0,1,SBrkr,1,NAmes,0,132.85714285714286,5.4116460518550396,2,1,0,0,0,0,5
2333,556581,9,1992.0,2868,3,11,3.0,1,SBrkr,1,StoneBr,1,194.06589958158995,5.56347492892114,4,1,0,0,0,0,0
632,156500,6,1478.0,1478,1,6,2.0,1,SBrkr,2,NAmes,0,105.88633288227334,5.506685632280092,2,1,0,1,0,0,52
2800,237000,7,930.0,1995,2,8,2.0,1,SBrkr,1,CollgCr,1,118.796992481203,5.518957787644128,3,1,0,0,0,0,10
1885,120000,5,912.0,912,1,5,1.0,1,SBrkr,0,NAmes,0,131.57894736842104,5.206202077640231,2,1,1,0,0,0,22
1734,203000,6,1326.0,1326,2,6,2.0,1,SBrkr,0,Gilbert,0,153.0920060331825,5.3981627015177525,3,1,0,0,0,0,2
2327,130000,8,1191.0,1204,2,5,2.0,1,SBrkr,0,StoneBr,1,107.9734219269103,5.483966713434666,4,1,0,0,0,1,19
1282,167900,6,780.0,1611,1,7,2.0,1,SBrkr,0,NAmes,0,104.2209807572936,5.4387002341216615,2,1,0,0,0,1,44
2688,129000,4,960.0,960,1,6,2.0,0,SBrkr,0,BrkSide,0,134.375,5.075173815233827,1,1,0,0,0,1,36
2581,134450,5,1070.0,1236,1,6,1.0,1,SBrkr,1,NAmes,0,108.77831715210355,5.327876168789581,2,1,0,0,0,1,10
2067,112000,5,816.0,1416,2,7,2.0,1,SBrkr,0,Sawyer,0,79.09604519774011,5.309681125198352,2,1,0,0,0,0,0
2115,207000,7,929.0,1873,2,7,2.0,1,SBrkr,1,SawyerW,1,110.51788574479444,5.589386553388775,2,1,0,0,0,0,19
754,62500,5,1040.0,2128,2,11,0.0,0,SBrkr,0,OldTown,0,29.3703007518797,5.265042577663165,1,1,0,0,0,1,59
1079,154000,7,764.0,1626,2,6,2.0,1,SBrkr,0,NridgHt,1,94.71094710947109,5.602118820879701,4,1,0,0,0,0,4
2615,129900,5,816.0,816,1,5,1.0,1,FuseA,0,NAmes,0,159.19117647058823,5.094976442530006,2,0,0,0,0,1,49
329,85000,5,536.0,1112,1,4,1.0,1,SBrkr,0,MeadowV,0,76.43884892086331,5.627621113690637,1,1,0,0,0,1,34
1320,116900,7,572.0,1111,1,5,1.0,1,SBrkr,1,OldTown,1,105.22052205220523,5.40357787720553,1,1,0,0,0,1,58
416,148500,6,855.0,1441,2,7,2.0,1,SBrkr,1,NPkVill,0,103.05343511450381,5.327182446944208,2,1,0,0,0,1,31
284,80000,4,672.0,924,1,5,1.0,0,FuseA,0,Edwards,0,86.58008658008659,5.2192741592075835,1,0,1,0,0,0,60
1385,152000,5,1060.0,1126,1,5,2.0,1,SBrkr,0,Sawyer,0,134.99111900532858,5.4169888962655355,2,1,0,0,0,1,24
275,155891,5,381.0,992,1,6,1.0,1,SBrkr,0,Edwards,0,157.14818548387098,5.107963638056818,1,1,0,0,0,0,56
2024,165000,6,768.0,1376,1,7,2.0,1,SBrkr,0,BrkSide,0,119.91279069767442,5.2810258694379755,1,1,0,0,0,0,57
68,204500,7,1218.0,1218,2,4,2.0,1,SBrkr,0,Somerst,1,167.89819376026273,5.718671087149952,4,1,0,0,0,0,0
1910,146500,5,728.0,1644,1,7,1.0,1,SBrkr,2,NAmes,0,89.11192214111922,5.4589774265608115,2,1,0,0,0,0,12
381,157000,7,1271.0,1601,2,7,2.0,1,SBrkr,1,NWAmes,1,98.06371018113678,5.432473563941401,3,1,0,0,0,1,31
1323,184000,7,1313.0,2495,2,10,2.0,1,SBrkr,1,OldTown,1,73.74749498997996,5.519458915191573,1,1,0,1,0,0,9
2432,183200,6,783.0,1509,2,7,2.0,1,SBrkr,1,Gilbert,0,121.4049039098741,5.373292309712536,3,1,0,0,0,0,3
777,139000,5,1092.0,1092,1,6,1.0,1,SBrkr,1,Sawyer,0,127.28937728937728,5.204006687076795,2,1,0,0,0,1,47
1107,341000,7,1311.0,2418,2,9,3.0,1,SBrkr,1,NoRidge,1,141.02564102564102,5.593471453838519,4,1,0,0,0,0,14
30,96000,6,483.0,987,1,5,1.0,1,SBrkr,0,BrDale,0,97.26443768996961,5.285232126999381,1,1,0,0,0,1,39
282,140000,4,1121.0,1121,2,5,2.0,1,SBrkr,0,Edwards,0,124.88849241748439,5.4125385106380595,1,1,0,0,0,0,6
188,149700,6,912.0,1236,1,6,2.0,1,FuseA,0,OldTown,0,121.11650485436893,5.327876168789581,1,0,0,0,0,1,14
2356,153500,5,1056.0,1074,1,6,2.0,1,SBrkr,0,NWAmes,0,142.92364990689012,5.187385805840755,3,1,0,0,0,0,31
1554,13100,1,0.0,733,1,4,2.0,0,FuseA,0,IDOTRR,0,17.871759890859483,5.2108513407667605,1,0,0,0,1,0,56
1464,224900,7,884.0,1768,2,8,2.0,1,SBrkr,0,CollgCr,1,127.20588235294117,5.3981627015177525,3,1,0,0,0,0,5
2469,176000,7,1257.0,1266,2,6,2.0,1,SBrkr,1,Somerst,1,139.02053712480253,5.351858133476067,4,1,0,0,0,0,1
1834,285000,8,1683.0,2872,2,9,2.0,1,SBrkr,1,NoRidge,1,99.23398328690807,5.765539352831896,4,1,0,0,0,0,7
1779,282922,8,1485.0,1464,2,6,3.0,1,SBrkr,0,Somerst,1,193.25273224043715,5.497168225293202,4,1,0,0,0,0,0
2569,226000,7,924.0,2157,2,8,2.0,1,SBrkr,2,NAmes,1,104.77515067222996,5.597032104709321,2,1,0,0,0,0,40
2334,361919,8,1234.0,2576,2,10,3.0,1,SBrkr,1,StoneBr,1,140.49650621118013,5.551407994230199,4,1,0,0,0,0,0
2330,457347,9,1398.0,2798,3,11,3.0,1,SBrkr,1,StoneBr,1,163.45496783416726,5.538764882427056,4,1,0,0,0,0,0
2119,279000,8,966.0,1743,0,5,2.0,1,SBrkr,2,ClearCr,1,160.06884681583477,5.85392513308592,3,1,0,0,0,0,31
988,196000,6,1567.0,1567,2,5,2.0,1,SBrkr,2,Mitchel,0,125.07977026164646,5.74748032992192,2,1,0,0,0,1,32
382,152000,7,1090.0,1370,2,6,2.0,1,SBrkr,1,NWAmes,1,110.94890510948905,5.430806549594116,3,1,0,0,0,1,33
